@RELATION ssl_data

@ATTRIBUTE turbid REAL
@ATTRIBUTE lat REAL
@ATTRIBUTE long REAL
@ATTRIBUTE patv_1 REAL
@ATTRIBUTE patv_2 REAL
@ATTRIBUTE patv_3 REAL
@ATTRIBUTE patv_4 REAL
@ATTRIBUTE patv_5 REAL
@ATTRIBUTE patv_6 REAL
@ATTRIBUTE patv_7 REAL
@ATTRIBUTE patv_8 REAL
@ATTRIBUTE patv_9 REAL
@ATTRIBUTE patv_10 REAL
@ATTRIBUTE patv_11 REAL
@ATTRIBUTE patv_12 REAL
@ATTRIBUTE date_ts REAL
@ATTRIBUTE hour REAL
@ATTRIBUTE minute REAL
@ATTRIBUTE dayofweek REAL
@ATTRIBUTE patv_target_1 REAL

@DATA
8.0,3360.2992,9265.21442,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,536.64,802.44,1341.78,1475.57,1461.75,1404.37,1642589400.0,10.0,50.0,2.0,-0.3
3.0,3314.7797,6892.18395,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1642452000.0,20.0,40.0,0.0,-0.3
2.0,3351.0017,6416.64673,-0.3,-0.3,-0.1,583.36,767.03,1097.55,1247.14,1426.56,1380.84,1443.71,1427.54,1421.79,1642587600.0,10.0,20.0,2.0,-0.3
1.0,3349.8515,5939.23193,43.54,-0.3,-0.3,27.84,195.27,467.48,277.88,160.07,186.48,29.48,40.1,165.05,1642702200.0,18.0,10.0,3.0,19.82
9.0,3359.9419,10696.54549,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1642645800.0,2.0,30.0,3.0,-0.3
1.0,3349.8515,5939.23193,1061.16,1114.13,1188.81,1309.83,1373.61,1350.55,1500.94,1131.04,1401.35,1487.35,1408.96,1085.22,1643476800.0,17.0,20.0,5.0,1220.31
8.0,3360.2992,9265.21442,351.79,307.59,359.21,345.56,310.84,430.84,534.08,608.43,626.24,365.19,322.12,326.16,1643436600.0,6.0,10.0,5.0,451.02
10.0,3361.2616,11171.77916,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1642460400.0,23.0,0.0,0.0,-0.3
9.0,3359.9419,10696.54549,155.96,189.96,271.19,371.83,468.19,573.42,869.38,1206.53,1239.69,1087.53,1142.93,785.79,1643501400.0,0.0,10.0,6.0,149.14
3.0,3314.7797,6892.18395,710.33,542.39,486.64,386.55,294.0,602.28,96.99,40.17,84.53,162.34,396.08,494.33,1642894800.0,23.0,40.0,5.0,595.49
6.0,3329.4284,8340.79769,104.78,29.89,31.36,-0.3,-0.3,20.84,125.0,49.35,35.84,128.12,-0.31,-0.3,1642779600.0,15.0,40.0,4.0,28.73
7.0,3360.5473,8816.23834,-0.27,0.97,24.17,34.42,89.34,111.22,122.19,190.91,120.91,178.82,207.36,286.61,1643015400.0,9.0,10.0,0.0,0.0
7.0,3360.5473,8816.23834,546.82,375.35,355.43,245.94,227.99,196.22,315.07,365.88,378.48,225.24,131.94,129.89,1643247000.0,1.0,30.0,3.0,481.65
10.0,3361.2616,11171.77916,125.7,88.11,99.86,96.67,116.58,197.53,159.53,532.12,361.17,204.32,224.97,6.8,1642760400.0,10.0,20.0,4.0,29.67
5.0,3355.342,7841.20175,192.32,216.56,307.45,322.43,333.95,313.54,283.33,271.19,203.51,190.9,180.67,180.69,1642992000.0,2.0,40.0,0.0,165.14
7.0,3360.5473,8816.23834,249.32,245.9,158.2,173.83,212.42,198.4,215.42,250.98,270.15,357.42,432.84,320.26,1643167800.0,3.0,30.0,2.0,475.21
2.0,3351.0017,6416.64673,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1642623600.0,20.0,20.0,2.0,-0.3
8.0,3360.2992,9265.21442,421.99,558.77,540.11,731.92,686.57,665.87,183.53,449.19,373.68,325.02,631.03,1391.57,1643316600.0,20.0,50.0,3.0,835.7
4.0,3352.094,7366.14203,454.23,237.73,-0.3,-0.3,-0.3,-0.71,149.58,207.97,419.77,485.13,575.37,669.67,1642908600.0,3.0,30.0,6.0,574.75
1.0,3349.8515,5939.23193,1549.5,1549.49,1549.44,1549.67,1549.67,1549.31,1549.68,1549.87,1549.75,1471.72,1375.84,1425.51,1642418400.0,11.0,20.0,0.0,1544.87
9.0,3359.9419,10696.54549,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1643364000.0,10.0,0.0,4.0,-0.3
10.0,3361.2616,11171.77916,531.73,536.26,854.31,1324.7,1354.39,1497.31,1189.09,846.12,121.74,-0.3,-0.3,-0.3,1642547400.0,23.0,10.0,1.0,501.22
6.0,3329.4284,8340.79769,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1642647600.0,3.0,0.0,3.0,-0.3
9.0,3359.9419,10696.54549,1230.62,1483.05,1453.47,1358.83,1433.85,896.59,1331.33,1352.26,1466.53,1213.07,1234.67,1459.09,1643383200.0,15.0,20.0,4.0,1355.59
8.0,3360.2992,9265.21442,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-1.3,1642768200.0,12.0,30.0,4.0,-0.3
4.0,3352.094,7366.14203,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,1642594200.0,12.0,10.0,2.0,0.0
7.0,3360.5473,8816.23834,43.49,68.18,92.95,146.35,182.05,156.39,180.76,193.37,197.66,196.12,244.84,234.62,1643129400.0,16.0,50.0,1.0,3.99
1.0,3349.8515,5939.23193,1549.31,1545.25,1504.53,1439.32,1422.6,1344.63,1212.11,1099.63,1033.18,923.91,903.65,908.32,1642401600.0,6.0,40.0,0.0,1549.71
5.0,3355.342,7841.20175,677.55,731.68,717.24,657.34,423.72,503.75,499.81,448.93,488.04,689.31,714.82,478.99,1643323200.0,22.0,40.0,3.0,682.98
